discrete continuous discrete
2:4 20.86103582344708 2
3:4 5.0428134214809495 1
4:4 15.365836338751823 2
4:4 14.431337248862894 1
4:4 20.41196828060489 1
3:4 4.170623960470751 1
2:4 13.86350103613168 2
2:4 25.071281355364867 2
3:4 5.783532331156255 3
3:4 5.025813492212458 1
3:3 19.70932301278311 1
3:4 4.706524755965117 1
3:3 20.969403050361578 1
3:3 20.36549353787785 1
3:3 20.480679713261495 1
3:3 18.25529137794046 1
3:2 42.08346080830991 4
4:2 5.083094474851722 4
4:1 18.65706547943955 4
4:1 18.321221509968456 4
4:2 6.526433895566993 4
3:2 29.568271639395686 2
3:1 3.595122017092572 2
2:1 39.49886845463585 3
2:1 22.91968024071 3
2:1 27.693874695454745 3
3:1 6.132640949799068 4
3:1 4.214435331640683 4
2:1 36.270172780587146 3
3:1 6.438618584281744 4
3:1 5.471263277594843 2
3:2 35.38593255698911 4
4:2 4.618630679138703 4
4:1 12.392135261231866 4
4:1 12.215433892704592 4
4:1 11.709808827428006 4
4:1 15.68039226976872 1
4:2 5.474159938750695 4
4:2 4.786714490437462 4
3:2 34.79423504583357 2
3:3 25.59513474696262 2
3:4 3.5712099257890926 1
3:3 11.04026961493011 4
3:2 26.914589159131012 4
3:1 4.904166366850233 4
3:1 5.110729353396391 4
3:1 5.354475990599631 4
3:1 5.154862492921737 4
3:2 19.786437616499185 4
3:2 46.15886708238195 4
3:1 3.485780051126751 4
3:2 47.31810745787345 4
4:2 4.1727439229161805 2
4:2 5.027905864666652 4
4:1 18.349912255423007 4
4:1 13.211173345510499 2
4:1 17.51055705019324 2
3:1 3.6603706012845203 4
3:1 6.19293072986511 4
3:2 47.90203594327475 4
4:2 5.55622787326276 4
4:2 4.757755967639344 4
4:2 5.486574023210462 4
4:2 3.7679861448159144 4
4:1 17.133634008174052 4
3:1 5.229275931440814 4
4:1 11.319311121079842 1
4:2 6.889363687375225 4
4:2 7.049889942452496 4
4:1 11.667887354056905 4
4:1 7.739606286380633 4
4:1 14.723299561127169 4
4:2 3.9797726322733507 4
3:2 34.915655701924464 4
4:2 4.638232621664797 4
4:2 5.083182235237858 4
4:2 18.697530927017247 4
4:1 13.042814661425922 4
3:1 4.599075944145174 4
2:1 32.51713385235226 3
2:1 10.250726947869188 3
3:1 7.165586057302409 4
2:1 38.83417448066752 3
2:1 44.9146292407297 3
2:1 33.748450688942164 3
2:1 26.99048840653426 3
2:1 40.671594417157706 3
2:1 25.748351445439667 2
.
4:4 5.581889688961345 2
4:4 17.682141587537206 1
4:4 17.142264195652587 1
4:4 15.094058830467771 1
4:4 19.518214209868198 1
4:4 16.80222606393431 1
3:4 5.8217826589304265 1
3:4 4.860451035092753 1
2:4 18.912580447148056 2
3:4 4.972056081538324 2
2:4 12.312841208408248 2
3:4 5.992215191547199 1
3:3 22.240793069038446 1
3:4 1.5765747708366966 1
4:4 17.53164742326063 1
3:4 5.252734445948721 1
3:4 5.8887330232514215 1
2:4 22.671008247543277 2
2:4 15.059160917912777 2
2:4 28.197139284092724 2
3:4 4.92805450886426 1
2:4 18.04793176721942 2
2:3 10.770981370331379 2
2:4 19.011685746741254 2
3:4 3.416559938902349 1
3:4 6.028964896890843 1
2:4 20.556744975592313 3
2:3 22.28156047407106 2
2:4 17.95882188720203 2
2:3 13.71340906271576 2
2:3 11.13921163417124 2
1:3 32.82580624128051 2
1:2 16.38252179628758 3
1:2 21.691432301617702 3
1:2 24.015986586767593 3
1:2 18.309909203562643 3
1:2 22.49926112490407 3
1:3 39.77582366583236 2
1:3 24.72548286246836 2
1:2 20.30054958762487 3
1:2 22.708902954145763 3
1:2 15.667851447046527 3
1:2 16.99169379000508 1
1:2 18.156012540498683 3
1:2 20.67077995422301 3
1:3 31.580870302578177 2
1:2 16.804712105452726 1
1:2 14.927975377544074 4
1:2 21.499322373692014 3
1:2 18.785548196682 3
1:2 20.033947662500807 3
1:3 37.14111419245433 2
1:2 26.764493004603132 3
1:2 21.78437588698122 3
1:3 34.05472889476412 2
1:3 27.9078795132968 2
1:3 37.54925684384191 2
1:3 38.92062856058634 2
1:2 15.034001474983086 3
1:3 26.874468626720777 2
2:3 16.43964633331383 2
2:3 30.25198168638724 1
1:3 35.64580373884473 2
1:3 24.391411007144892 2
2:3 12.761554065737254 2
1:3 27.521125980653157 2
1:3 4.841503009984827 2
1:3 16.901221512076077 2
1:3 34.053046844964 2
1:3 35.23670243238063 2
1:3 38.46963602154135 2
1:2 26.699252751524302 3
1:3 40.35071499431866 4
1:3 38.13834425468503 2
1:2 19.530583204686206 3
1:2 14.900917169069178 3
1:3 36.18383278067778 2
2:3 11.922127647940616 2
3:3 25.324467843430263 1
2:3 13.604595538692946 2
3:3 21.015648300269117 4
3:4 4.30254370290871 1
3:4 5.822024690986483 1
4:4 18.698291277462864 1
3:4 5.554837823967442 1
3:4 5.7020857685173265 1
2:4 17.14426429271446 2
2:4 15.812800515977607 2
3:4 4.728855104708952 1
4:4 14.903934644823256 1
3:4 19.53925630702599 1
3:4 4.522347892589182 1
3:4 5.062080728214742 1
3:4 3.800555405961143 1
3:4 5.03566886250598 1
3:3 22.84410444036058 1
2:3 13.41441928167634 4
3:3 17.073387920384913 2
3:2 11.236487924986116 4
4:2 5.057210128969715 4
4:2 5.342482979338328 4
4:1 15.143030909772385 4
3:1 5.476286431446918 3
3:1 4.826112996023793 4
4:1 15.1980261550699 4
4:2 4.901902858914121 4
4:1 16.11743095732677 2
4:1 34.39142550006086 4
4:1 14.735054067431586 4
4:1 12.997896924038674 4
3:1 4.440410600799176 4
2:1 33.68357940386943 3
2:1 26.693207707992883 3
2:1 47.78187832396569 3
2:1 39.14722882504342 3
2:1 26.01789735339296 3
3:1 6.534598710368366 4
3:2 40.83245193300551 4
3:3 22.82241720565737 1
3:2 29.94401625827227 4
3:2 39.41619125665123 4
4:2 5.137381380470681 3
4:1 9.550082368426217 1
4:1 8.590166502032913 4
3:1 4.2073439550488985 1
3:2 4.550329740141091 4
3:2 31.356565429346446 4
3:2 41.44094528763404 4
3:2 50.90046652329322 4
3:1 3.8510141162792957 4
2:1 38.692903687809505 3
2:1 26.73023277534046 3
3:1 3.82029710926223 4
3:2 28.065407616320343 4
4:2 5.181284025888822 3
4:2 5.574045612120271 4
4:1 15.671825630414075 4
4:1 14.722860552626488 4
4:1 17.4664368431179 4
4:1 15.148375529237887 4
4:1 16.188706516748145 4
3:1 3.168990615817531 4
3:1 5.917225211386569 4
3:1 9.655971284359746 4
2:1 40.23671254996623 3
2:1 17.749023316940647 3
2:1 30.368444198376324 3
2:1 28.754411521429372 3
3:1 4.303759950672742 4
4:1 14.565649992443067 4
3:1 5.343871555487228 4
3:1 2.533673758372782 4
3:2 30.67046794334939 4
3:2 35.04324387288375 4
3:1 5.667057711863626 4
2:1 47.83696555013974 3
2:1 40.18741730866149 1
2:1 26.168324971206573 3
2:1 22.286677751156134 3
3:1 14.873581297650205 4
4:1 15.56919932946967 4
4:1 16.798019300511996 4
4:1 14.075991418417779 4
4:1 16.520973451000692 4
4:2 5.16997402433386 4
3:2 40.779131597019564 4
3:2 28.997600943565896 4
4:2 4.765472121747195 4
3:2 38.001565340836805 4
3:2 49.62310165936706 1
4:2 21.26812873106327 4
4:2 15.615695633670228 4
3:2 36.195882160610005 4
3:1 5.0368153602639225 4
3:2 29.76779121616083 4
3:2 32.819411646384914 4
4:2 4.10412717100851 4
4:2 4.228568628353444 4
4:2 3.0236108306012768 4
4:1 19.032740397373615 4
4:1 18.4758584922399 4
3:1 4.530960036555544 4
4:1 15.494015597610781 4
4:1 12.667675578105925 4
4:2 5.353651003894559 4
4:2 4.712311939938293 4
4:2 5.537351779478122 4
4:1 12.849227896865344 4
4:1 21.149481348784228 4
4:2 12.40344718175835 4
3:2 38.7398059436823 4
3:3 26.681996836719613 1
3:3 15.370815904959626 1
3:2 46.19794113587721 1
3:1 5.117333107054803 1
3:1 4.423125309708805 4
2:1 50.687491012860505 3
2:1 31.940386907492567 3
2:1 18.44262161497683 3
2:1 37.99446669291707 3
.
2:4 26.502083430487083 2
2:3 15.557886776313602 2
2:3 16.206264916261258 2
2:4 23.301926994696856 2
2:4 25.303488220999427 2
3:4 6.360102933745625 1
4:4 12.781130798432507 1
4:4 11.469753222101573 3
4:4 17.70270440672695 1
4:4 10.35488808180245 1
4:4 19.09367722445187 1
3:4 4.074106567209508 1
2:4 22.162989706048112 4
2:4 35.163110244519316 4
2:4 20.146897744033364 2
3:4 3.788257106408097 1
3:3 15.245434323809214 1
2:3 16.49143444463255 2
2:3 11.661085399452919 2
3:3 33.165745294995965 1
3:4 6.387767283227134 1
4:4 17.85037414881852 1
4:4 19.05449681155507 1
4:4 16.852033771213467 1
4:4 15.520636463733627 1
4:4 19.300252828618746 1
4:4 21.189530426571526 1
4:4 6.193023009644859 1
3:4 23.05211160141686 1
3:3 16.974409879886576 1
3:3 15.38855788701466 1
2:3 14.199088475314303 2
2:4 30.07166581371653 4
2:4 5.070005558392905 2
2:4 22.12469061552636 2
3:4 5.892412529739258 1
4:4 9.84347027939962 1
4:4 11.459902373488582 1
4:4 31.29261693276764 1
4:4 14.75520715475563 1
3:4 4.888275685907082 1
3:3 24.398801768046354 3
3:3 26.188817508067757 1
3:2 35.75010558845731 4
3:2 30.93891635534839 4
3:1 4.454492931309835 4
2:1 26.485399744349856 3
3:1 3.290153387738762 4
4:1 11.644151142285647 4
4:1 12.647283810928958 4
4:1 14.999200836440814 4
4:1 8.332821251652229 4
4:1 10.695447586041901 4
4:1 16.36992992369251 4
4:1 16.56525267338753 4
4:2 4.550347011823235 4
3:2 35.013630401067395 1
3:3 30.797776322626518 1
3:3 6.467881721265595 4
3:2 35.496429506246464 4
3:2 21.14351019897002 4
3:3 19.64105151720143 2
2:3 14.427593416907683 2
1:3 32.30128461971982 2
1:3 16.250866766243192 2
1:2 18.46968866063308 3
1:2 17.962808611954785 3
1:2 26.128650862523443 3
1:3 38.46019722413088 2
1:2 17.90173619930845 3
1:2 23.479543625083387 3
1:3 34.18197634206201 2
1:2 21.53363797618995 3
1:3 32.65023003210982 1
1:3 29.099164045658966 2
1:2 15.632542446772428 3
1:2 20.433637004854155 3
1:2 29.796837245918677 3
1:3 31.29980500544206 2
1:2 24.25865665281513 3
1:2 22.558907484448895 3
1:2 19.166565568404295 3
1:2 14.478854396012501 3
1:2 19.162808097914734 3
1:2 42.86322775139267 3
1:3 50.595448683350206 2
1:3 31.150771449411224 2
1:3 14.040809719558126 2
1:2 18.77210451546933 2
1:2 23.093867406265275 3
1:2 18.780922883748254 3
1:2 21.17640147267465 3
1:2 22.84476699755682 3
1:2 20.629105647716756 3
1:2 26.41321752638536 3
1:2 25.90759379816643 3
1:2 13.793218130879199 3
1:2 22.792832533646685 3
1:2 16.272674270196827 3
1:3 9.859425869889844 2
1:3 36.11147291884531 3
1:3 34.93627182384342 2
1:3 18.247627136268548 3
2:3 13.12922054592437 2
1:3 29.430709402077603 2
1:3 47.434116046515825 2
2:3 14.131231641709597 2
2:3 20.409489071523137 2
1:3 41.963676878300795 2
2:3 13.11404589806373 2
1:3 4.530192415630095 2
2:3 16.542131701121335 4
2:3 19.78574344756421 2
2:3 16.29614683614319 2
2:4 18.24934365757758 2
2:3 16.133923886693765 2
2:3 4.044800108907907 2
1:3 44.47188507224483 2
2:3 17.961602946021358 2
1:3 23.27408562862873 2
1:3 41.543035606223725 2
2:3 13.495491060926781 2
3:3 23.99001960621129 1
3:4 4.529594691959359 1
4:4 11.374285561232398 1
3:4 4.478074381647471 2
3:4 5.5738513597136485 1
4:4 17.764227041063364 1
4:4 16.919017188028917 1
4:4 14.647107111508774 1
3:4 3.962531835563928 1
2:4 19.883886744995834 2
2:3 14.44617293948835 2
1:3 38.45451229953047 2
1:3 35.25426927562086 2
2:3 15.81463422589757 2
3:3 24.292037760547565 1
2:3 12.275464421011918 2
2:3 13.96038223338925 2
2:4 14.341625088051488 2
2:4 20.922297732942287 2
2:4 24.346088511321895 2
2:3 14.075942641266732 2
3:3 21.099022406674216 1
3:2 38.41135516582126 4
4:2 6.210036133099418 4
3:2 30.421971102727174 4
3:1 5.315673689870039 4
2:1 32.09296186874416 3
2:1 32.832963670549475 3
2:1 49.75449233029809 3
2:1 40.40897321136325 3
2:1 40.015442030323214 3
3:1 4.801591955449401 4
2:1 26.98923858966383 3
3:1 7.029351196640362 4
3:2 37.963693973049985 4
4:2 6.214835005554707 2
4:2 5.69288898539908 4
4:2 4.9934119173536855 4
3:2 38.707376479349115 4
4:2 4.998927107539442 4
4:2 5.98262846596652 4
4:2 3.3180359023483246 4
4:1 16.069037120205152 4
4:1 41.256230263395906 4
4:1 14.962137931708998 4
4:2 6.5365421888226205 4
4:2 4.534611636922302 4
4:1 19.15310600856185 4
3:1 25.757405600445267 4
2:1 39.557033238281306 3
3:1 11.950360518720835 4
2:1 35.105392364712145 3
2:1 17.839601320345515 3
2:1 29.786358041646665 3
3:1 4.695487630233613 4
4:1 15.572615755010121 4
4:1 18.832573211191374 3
4:1 19.673571748235908 4
3:1 5.409462942708634 4
3:2 30.459560432073395 3
3:2 26.68338915113297 4
3:3 25.070707732988325 1
2:3 22.778030220922194 2
3:3 14.106700114898768 1
2:3 13.999172633744418 2
2:4 30.547807996864513 2
2:4 23.873866861590592 2
3:4 4.523287857238333 1
2:4 24.792856493786328 3
2:3 10.18110942858264 2
2:3 16.443599584426025 2
3:3 32.23279751826142 1
2:3 13.60978563021315 2
2:3 14.717531673361012 2
1:3 31.446148391272146 2
2:3 12.32751559269212 2
3:3 22.05889235258888 1
2:3 14.661087342655698 2
.
4:1 13.575177609788383 4
3:1 5.36323951535962 4
2:1 24.095934832312615 3
2:1 41.0226892561942 4
3:1 5.2914711012873985 4
3:1 5.368355632286546 4
2:1 36.34913437492683 2
2:1 23.023549992850647 3
3:1 17.504264991342694 4
4:1 18.602165052026592 4
4:1 21.455467440805016 3
4:1 12.47023551027722 4
3:1 3.5179263603064146 4
3:2 40.3945462047875 4
3:2 36.02129777424912 4
3:3 7.083784915245692 1
3:2 31.23531711359358 4
3:1 6.038683490440997 4
3:2 46.771992866296806 4
3:2 30.800785016256416 4
3:3 19.77227619199092 4
3:2 38.72873218218697 4
3:2 39.85092458258855 4
3:2 31.315390279526287 4
3:2 10.2620646791682 4
3:2 40.507042403260265 4
3:3 18.221751598538653 1
3:3 22.45265064639261 1
3:2 35.0558523122101 4
3:1 3.038185324825952 3
3:1 4.761985816313508 4
4:1 18.217653315875296 4
4:2 5.235001664733926 1
3:2 43.21945191180787 4
3:2 26.178998414915817 4
4:2 4.9173685318849 4
4:1 11.1911501408476 4
4:1 17.277322629078036 4
3:1 3.622163454706554 3
3:2 30.85518438832805 4
4:2 3.490751312884531 1
4:2 5.340900412298175 4
4:2 2.84452270006429 4
3:2 16.2551808250599 4
3:1 4.64942151550853 4
3:1 5.71408168106905 1
4:1 18.598768870639667 4
4:1 22.303032197878185 4
4:1 17.705208803110374 4
4:2 6.007338135752566 1
4:2 5.027992512835318 4
4:2 5.9775927207582775 4
4:2 5.47883274510459 4
4:2 3.4842069808976994 4
4:2 4.792340312021115 4
4:2 4.178377118882382 3
3:2 35.89368331863804 4
3:2 50.8567318835598 4
3:2 22.4281219003127 4
4:2 4.898429748397879 3
4:1 16.929146942766636 4
3:1 18.494627469509894 4
3:2 39.10416036403459 4
3:2 25.024611241097688 4
3:1 4.200809481440269 4
4:1 16.855153186976775 1
4:2 4.41083135589639 4
3:2 46.096629426322004 2
3:2 36.91663560333339 4
4:2 4.495312362191194 4
4:1 18.41969740465771 4
4:1 17.003918997491716 4
4:2 4.399663867662164 4
4:2 4.4354937779795955 4
4:1 15.096154341662528 4
4:1 14.3543762480872 4
4:1 11.602514721745317 4
3:1 3.9855990067490374 3
3:2 38.20644535402217 4
3:3 20.9617140204074 1
3:3 22.43389431468262 1
3:2 23.818628884467806 4
3:3 19.762390256652633 1
3:2 41.14309800591495 4
3:2 39.53958823864722 4
3:3 17.373345406537176 1
3:2 26.51236820701054 4
4:2 4.113195100838377 4
4:2 5.6845724065464225 4
4:1 16.80369707160097 4
3:1 4.976385990293635 4
2:1 36.62272392558555 3
2:1 31.34573501798432 3
2:1 38.08975868047046 4
2:1 4.007056406842978 3
2:1 24.44818812359431 3
3:1 4.634936691959652 4
2:1 4.453912033464963 3
2:1 43.9305705275883 3
2:1 35.128330648145976 3
2:1 31.6637171287489 3
3:1 41.981925148798595 4
3:1 5.881560187446109 1
3:1 6.01641476635919 4
4:1 18.832911134888008 3
3:1 6.571426904972467 4
4:1 14.971401642221277 2
4:2 6.4873517344908755 4
3:2 27.461978620634035 4
3:2 28.763028239950014 4
4:2 6.706099656054904 4
4:2 5.087799477512464 4
4:1 16.00212264766065 4
4:2 4.757320359305966 4
4:2 4.581552389870422 4
4:1 36.83797952998823 4
3:1 5.565942691027928 4
3:2 37.3988025601459 4
3:1 5.020074897319613 4
4:1 18.24422482273887 4
4:2 5.974556886091968 4
4:1 16.6134600454278 4
4:1 15.743627109482729 1
4:2 18.28451973304166 4
4:2 35.9438261248187 4
3:2 24.400543782378165 4
4:2 6.2480737247582105 4
4:1 12.455945319130304 3
3:1 4.088563743383332 4
3:2 41.10021460665652 4
3:3 15.385894797069499 1
3:4 3.8311446510925804 4
2:4 16.265824749780414 2
2:3 20.815239183568075 3
2:4 40.79096280595272 2
3:4 4.298487449539076 1
3:4 6.029196386257563 1
2:4 25.32548773379121 2
3:4 4.82943863449099 1
3:4 3.6017717473952775 2
4:4 15.1455720381794 1
4:4 17.3511020845487 1
4:4 17.866202364418804 1
4:4 14.466203652909343 1
4:4 13.42400241138493 1
4:4 17.454068894325054 1
4:4 13.554430203512588 1
4:4 38.21080705362988 1
4:4 23.019944911927414 1
4:4 17.31333913087328 1
4:4 17.488281505225114 1
4:4 53.54403414899065 2
4:4 9.240050013485613 1
3:4 4.736027107519512 1
4:4 12.89836896629054 1
4:4 11.975956797372687 1
3:4 6.506771961971725 4
4:4 11.555312939454936 1
4:4 11.495313371313497 1
4:4 13.177594926240689 1
4:4 12.560264374118644 1
3:4 3.8424051744444374 2
4:4 12.327881129765542 4
3:4 4.710250743452839 1
3:3 21.849518705955692 1
3:2 43.39905253146309 4
3:2 29.788094561885213 4
3:3 17.405554044986662 1
3:4 3.6889120694220647 1
4:4 17.34070263785923 1
3:4 40.78465594273486 1
4:4 21.716714209498928 1
3:4 6.706864506817221 1
2:4 14.965727433275475 2
2:4 16.400625950274144 3
3:4 4.0625250473605234 1
3:4 7.227300127179185 1
3:3 14.511155178562598 1
3:3 35.68985395349674 1
3:3 23.503319265356684 1
3:2 36.155653479394125 4
3:3 9.606160246977657 1
3:2 12.480691418021507 1
3:2 26.673565890965655 4
3:2 37.81605102682039 4
3:1 5.328423889070321 4
3:2 27.45930303384533 4
4:2 5.191691748258651 4
4:1 12.815060448808772 4
4:1 16.765459502348953 4
4:1 15.381864254742222 4
3:1 4.378991123423344 4
4:1 11.654286322305108 4
4:1 12.458385924097122 4
3:1 4.2244358052585325 4
3:2 38.28221563873864 4
3:3 28.942763242034182 1
3:3 14.265235334172141 4
3:2 35.425704133813056 4
4:2 4.157615069930148 3
.
3:4 5.2080722855550885 1
2:4 16.97028505288792 4
3:4 4.084538465453561 1
4:4 20.452671552426594 1
4:4 14.426624165432079 1
4:4 13.528483605691004 1
3:4 4.009538991859483 1
3:4 4.402499806543763 1
4:4 19.464126180476 1
3:4 5.555099188261264 1
2:4 20.600915594783324 2
2:3 13.038812827532357 2
3:3 24.616967397411273 1
3:4 5.586931507009247 2
3:3 20.914276933007418 1
3:2 34.075510106646725 4
3:1 4.28831251181311 4
3:1 5.852394236830014 4
3:1 6.011939236960311 1
2:1 38.7448012520531 3
2:1 22.970392170265587 3
2:1 50.158870117259156 3
2:1 38.440627737442405 3
2:1 39.292883767903206 3
2:1 29.541969083651303 3
2:1 32.907097616363856 3
3:1 4.855711919134613 4
2:1 26.618564583761597 3
2:1 24.228924266260364 3
2:1 26.179074919607388 3
3:1 5.44714846640294 4
2:1 29.612623407357827 3
2:1 38.03201177839303 3
2:1 36.92333596319414 3
2:1 33.130712062289625 3
2:1 31.906422093462712 3
3:1 4.247720362479072 4
3:1 4.3520226420973565 4
3:2 47.61597922713358 1
3:3 19.410739402617352 1
2:3 12.039340594473474 3
1:3 29.755450021275927 2
1:3 39.279636664853214 2
1:2 25.747751833698285 3
1:2 26.653207768259485 3
1:2 36.028862895755815 3
1:2 11.970668618517777 3
1:3 19.80353254685202 2
2:3 16.122706788388346 2
1:3 37.14469501307135 2
1:3 25.639780132912506 2
1:3 36.19159127836017 2
2:3 13.614930153889627 2
1:3 47.29845824934258 2
2:3 15.172444425306237 2
3:3 16.34397173434234 2
3:3 14.106906776629287 1
3:3 27.346303482216708 1
3:3 17.867162280986783 1
3:3 21.39698473122555 1
3:4 4.979333188674 1
3:3 20.74224525402509 1
2:3 11.958746459839235 2
2:3 20.41347218934007 2
2:3 14.15620021636858 2
1:3 37.158828774134534 2
1:2 23.666779761805778 3
1:2 20.379383244372914 3
1:2 25.181295388137414 3
1:2 15.82158665937594 3
1:2 22.482373759801035 3
1:2 34.908823959442444 3
1:2 19.34965291460047 3
1:2 16.47983877302739 3
1:2 22.089657348803257 1
1:3 34.8869629199631 2
1:2 22.133429620691196 1
1:2 19.904178952887797 3
1:2 19.361871902601692 3
1:2 20.369847021265766 3
1:2 17.842453519273327 3
1:3 35.31180991707231 2
1:3 46.37461428369084 2
1:3 37.21845768499541 2
1:3 23.518211429226245 2
1:2 22.11920218369855 3
1:2 21.995335547524146 3
1:2 20.295781216654312 3
1:2 15.149890615994 3
1:2 22.924354792182967 3
1:2 15.830366525308769 3
1:2 21.44899533962891 3
1:2 17.938615731539997 3
1:2 23.702554340932288 3
1:2 14.775893916503836 4
1:2 25.142641037751225 3
1:2 12.88176322658571 3
1:3 5.114237511162889 2
2:3 17.04335644476808 2
2:3 11.041397257991381 4
2:4 14.88148286823884 2
2:4 15.581184455470455 2
2:4 25.728488698202288 2
3:4 4.732732034258895 1
4:4 9.412962864682726 1
3:4 4.737279660584607 1
2:4 33.74520203607585 2
2:4 15.787185975421078 2
3:4 4.6395613901915125 1
2:4 11.279680532372703 2
2:4 16.177046690294922 2
2:4 15.238598833707139 2
2:4 25.125749172534846 2
2:4 14.042178266108285 2
2:4 14.972708092074836 3
3:4 5.712082345837559 3
4:4 14.91420414933916 1
3:4 4.448242522331664 1
3:4 6.714834756261029 1
2:4 12.742698268475715 2
3:4 4.496799368568671 1
3:4 1.9127950408113108 1
3:3 18.636468279518105 1
3:3 21.553871314004873 2
3:2 37.19409397597828 4
3:2 43.398035503040276 4
3:3 22.879592501453256 3
2:3 17.103856846108002 2
1:3 37.96900811484341 2
2:3 5.206228740930976 2
2:3 27.435483612664424 2
3:3 27.5502529572846 1
3:3 26.44149383174024 1
3:4 39.34683479649332 3
2:4 13.61272730617666 2
3:4 6.290603538047677 1
3:3 27.280189743917823 1
3:2 36.1869438446078 4
3:1 5.666525651028156 3
3:2 40.73524901503055 4
3:3 15.796205399191017 3
3:3 18.091711834905322 1
3:3 21.190941496500376 1
2:3 13.475956424162915 2
1:3 32.99592037494621 2
1:2 17.62315813204658 3
1:3 41.9143821398586 1
1:3 36.68405570025962 2
1:3 36.755204421052326 2
1:2 20.87910445026916 3
1:2 20.490683524610617 3
1:2 19.46129131725572 3
1:2 15.803732062024071 3
1:2 26.64160706357362 3
1:2 21.048794891727887 2
1:2 21.239347056732306 3
1:2 16.926873592295557 3
1:2 15.252892173628295 3
1:2 8.672624761768724 3
1:2 23.96870898355289 3
1:2 14.927025907291798 2
1:2 17.308619067054693 1
1:3 35.952263424855744 2
2:3 12.684357646543761 2
1:3 42.59728326440473 2
2:3 50.149596479118934 2
2:3 12.94531552224738 2
2:4 26.248315698223916 2
2:4 20.117053450230948 2
3:4 3.262242928564061 1
3:4 5.783786232277511 2
2:4 13.892233062208275 2
2:4 24.502924476579118 2
2:4 22.35949520545801 2
2:4 20.518405860670445 2
3:4 4.10259028951872 1
2:4 11.313124774552568 2
2:3 13.73066251989892 2
2:3 17.205893648394476 2
2:4 39.55861295962894 2
2:4 27.348744871674867 2
2:4 13.356952540939833 2
2:4 19.872618146866152 2
2:3 18.133935021731666 2
3:3 19.982216834771666 1
3:2 28.86596441479093 4
3:3 23.28493986313575 1
3:3 19.34768182808216 1
3:2 34.09276768622976 4
3:1 6.361777428135198 4
3:1 4.553013652865754 2
4:1 19.83237935735667 4
4:1 16.197106113286708 4
4:1 18.815635333457944 4
4:1 30.706066064317426 4
3:1 5.741815899357393 4
4:1 16.232681762096966 4
3:1 5.122892305766279 4
3:2 33.61022819553539 4
4:2 4.889122753395692 4
.
2:3 15.502956060753357 2
1:3 21.054739587388557 2
2:3 14.567246760100701 2
1:3 33.50007875272098 2
1:3 34.50872005005129 2
1:2 16.379826733799455 3
1:3 41.06713951230273 2
2:3 17.787265419528396 2
2:3 10.749560727572112 2
3:3 18.386275244232742 1
3:2 48.05380411220474 4
3:3 22.921117504848073 4
3:3 26.076251685631888 1
3:3 27.625833921755124 1
2:3 16.95728554981737 2
1:3 25.44892982955863 2
1:3 26.626111820828683 2
1:3 21.245118500359894 2
1:2 21.396528135836896 3
1:2 47.726168510544255 3
1:2 24.801167792934706 3
1:3 26.542785287189623 2
1:3 36.65192249064304 2
1:3 32.54328390234253 2
1:3 35.42798999508687 2
1:3 29.564966758142127 2
2:3 17.401770515083548 2
1:3 12.52800665520354 2
1:3 28.930685680077886 4
1:2 23.357637682751594 4
1:2 22.679505794977867 3
1:2 19.45852058504727 3
1:2 21.378942398191413 3
1:2 23.7523453941319 3
1:2 14.42068643648327 3
1:3 40.726808447905015 2
1:3 37.81710380155244 2
1:3 40.63888959995144 2
1:3 28.114779933542295 2
1:2 11.841616403458463 3
1:2 12.522755058222304 1
1:3 40.96636431317637 2
1:3 36.95970912844537 2
1:3 35.37710757706122 2
1:3 42.64929921072152 2
1:3 36.08642610496729 2
1:2 14.42281626078934 3
1:3 30.897964248146547 2
1:3 33.0723779203158 2
1:3 43.56866694069245 2
1:3 6.135828981159618 2
1:3 29.95295130240669 2
1:3 32.99964639002928 2
2:3 12.746352913747339 2
1:3 28.378516897149723 2
1:3 42.59632574847047 2
1:3 35.35910124389789 2
1:3 28.03566220487557 2
1:3 38.04528895427688 1
1:2 18.16987697912792 3
1:3 43.78723916495904 2
1:3 36.74518759397869 2
2:3 14.821083204129378 2
3:3 19.185205778874316 1
3:3 13.404507344794057 1
2:3 10.307938008944678 2
2:3 5.010691644062529 2
3:3 19.532428555541347 1
3:4 6.147235568495766 1
2:4 15.229591861472853 2
2:3 10.346852908506046 2
3:3 19.975301444167417 1
3:2 34.493589010919194 4
4:2 5.351987615094586 2
4:2 5.640863533411681 4
4:1 13.651559563418912 4
4:1 12.522590016200134 3
4:1 16.533473471446978 4
3:1 4.416204402230999 4
3:2 27.87644309590311 4
3:3 18.28804332176095 1
2:3 11.943397393186888 2
1:3 42.348289081006406 2
1:3 10.46048045885842 4
1:3 24.584863252875785 2
1:2 22.072661376410444 3
1:2 26.13144326082159 3
1:2 23.134017589188588 3
1:2 16.89066405881149 3
1:2 20.948843924820146 3
1:2 20.22235942566634 3
1:2 20.425640967596376 3
1:2 20.451422091981044 3
1:2 16.94020345309272 3
1:2 24.929536216469224 1
1:2 25.93287402022915 3
1:2 18.476540357393688 1
1:2 15.368209390363587 3
1:3 34.03585811349839 2
1:3 30.29936044857505 2
1:2 28.75317615900884 3
1:3 40.96934614177659 2
1:3 29.897533573215554 2
1:3 44.456375463010524 2
1:3 39.40842779922985 2
1:3 28.109513421447605 1
1:2 24.961932289576488 3
1:2 18.531702057100716 3
